ACET,USD,United States,0.457286432160804,Basic Materials,Commodity Chemicals,-0.9888343052161533,-0.9292035447204051,-0.8095236019597053,0.1125688346020854,0.08269350612316709,0.04002326153172153,0.6174397293592664,1.7402719509196047,-0.894332148768669
AKAO,USD,United States,0.6166666666666667,Health Care,Pharmaceuticals,-0.9743334163621561,-0.8746866851064411,-0.593495584505521,0.06613803748865892,0.05412211006967633,0.06327404894049851,0.9962364164158893,1.0331091717218008,-0.8397920612521216
ACHV,USD,United States,0.5376884422110553,Health Care,Pharmaceuticals,-0.9425174890392649,-0.06031711399305395,1.4462809256291627,0.08930429533821337,0.07732864128023653,0.0573561954344222,0.8786630675170891,1.3602425013497859,-0.7602448937754712
ACHN,USD,United States,0.5167785234899329,Health Care,Biotechnology,-0.18318293296476815,-0.1847826364087047,0.8867924147350107,0.04569834799120998,0.04391150643850627,0.054994988397340606,0.8580641271013827,0.7005424092405438,-0.09622067569830306
ACIW,USD,United States,0.44221105527638194,Technology,Software,0.49085866115957316,0.15920383243654324,0.17889400902533376,0.01867566690982555,0.01752434845069531,0.027841174524979494,0.4338839211694525,0.29112483557745633,0.22100723223065843
ACRS,USD,United States,0.6097560975609756,Health Care,Pharmaceuticals,-0.8064235441678187,-0.5785125051594275,-0.17185398188605489,0.03589631583245341,0.032009705183098223,0.036846180734526356,0.5809877145920511,0.5607183781933243,-0.5600267555496343
ACMR,USD,United States,0.4375,Technology,Semiconductors,nan,0.42728117806804855,0.452205817915607,0.04038642942229961,nan,0.048977924246041527,0.7548635601991731,0.6191122395401024,nan
ACNB,USD,United States,0.39378238341968913,Financials,Banks,0.3190953842341246,-0.01779081683524003,-0.07488555120716026,0.019627587153926252,0.016667582555619377,0.020580122430884223,0.2883451338489157,0.30279966684496706,0.14851877835502747
ACOR,USD,United States,0.4840764331210191,Health Care,Biotechnology,-0.47677155778305513,-0.323663964739669,-0.14698331445458554,0.03872644914986526,0.040781747610806454,0.06189266176600093,0.9761034713547587,0.6011961619683388,-0.2766546867387991
ATVI,USD,United States,0.3869346733668342,Consumer Goods,Toys,-0.044164163727344066,-0.44188014164065437,-0.003006541844919308,0.025922941773771482,0.022385748924748868,0.02401129546911474,0.37339232809620027,0.4065854546227168,-0.0223314282065441
ACXM,USD,United States,0.40414507772020725,Consumer Services,Media Agencies,0.8893797023224851,1.2413024673520956,0.6994991379599083,0.025804471580366837,0.021574339381525663,0.02509941576318764,0.3898898147446421,0.4014233704670846,0.3745470898890606
ADMS,USD,United States,0.576271186440678,Health Care,Biotechnology,-0.5698570871278518,-0.6263737534778173,-0.1241217858901105,0.044163312055720896,0.04442319563646832,0.045358486286849534,0.7149423960400403,0.6898529873403171,-0.34414718657907084
ADMP,USD,United States,0.5251396648044693,Health Care,Pharmaceuticals,-0.5232558410557037,-0.41428572565080235,-0.0888889041972091,0.05810982864325049,0.059282658307940994,0.09189545082237403,1.481441330529051,0.8500735071620913,-0.30953337593747776
ADAP,USD,United Kingdom,0.5652173913043478,Health Care,Biotechnology,-0.19725321703416013,-0.7138643313931102,-0.3252173737779303,0.046051112765450805,0.04278086927016934,0.044507813210514516,0.699038016109408,0.7208139300813944,-0.10403862640968731
ADUS,USD,United States,0.4778761061946903,Health Care,Health Care Providers,1.0999260479855753,-0.09707765856255092,-0.0668828515638529,0.02247186047537907,0.022264333959715315,0.03020083390796113,0.4750690193311879,0.3481325655177593,0.4491121585252038
AEY,USD,United States,0.4824120603015075,Consumer Goods,Consumer Electronics,-0.31472080693727716,-0.042552494132009754,-0.059233393594132246,0.021409485141573675,0.020997763476515496,0.04102144682932402,0.5931615533899667,0.3087719858369132,-0.17218408262300078
IOTS,USD,United States,0.43902439024390244,Technology,Semiconductors,0.4327079197148546,-0.008403305837531629,0.34090915999919785,0.042062598814643644,0.04461236752336985,0.04882699011162774,0.746832408407345,0.6420577053791248,0.19695777691397898
ADIL,USD,United States,0.4,Health Care,Pharmaceuticals,nan,nan,-0.42382818833068236,nan,nan,0.1832511463789615,2.8544273963920554,nan,nan
ADILW,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ADMA,USD,United States,0.5538461538461539,Health Care,Biotechnology,-0.3088188598633608,-0.46054751396188276,0.40167354883479545,0.0507843541331644,0.04749785530557905,0.03932925249088082,0.5962616468793569,0.7883851853999789,-0.16862695488929924
ADBE,USD,United States,0.3417085427135678,Technology,Software,1.0797971402735436,-0.01615061675463769,0.173930704038661,0.021387279956301592,0.019040979824313478,0.022426700914228815,0.35037939391987444,0.33680722155922743,0.44215017951444424
ADOM,USD,United States,0.6666666666666666,Industrials,Industrial Machinery,nan,-0.2513355567137413,0.5441175174912066,0.09610244991287167,nan,0.09484539430881055,1.4806553246092402,1.4888127521691377,nan
ADTN,USD,United States,0.507537688442211,Technology,Telecommunications Equipment,-0.2993223147104512,-0.1868180162767264,0.3276649993167171,0.025298330209941072,0.022543725731689432,0.024491801596425944,0.3806816441003465,0.38781605843703276,-0.16293507701639487
ADRO,USD,United States,0.574468085106383,Health Care,Biotechnology,-0.6205551104869945,-0.47891169762049235,0.45075713343309776,0.05289486255163336,0.043026237965990026,0.04364483769174037,0.6794023036166604,0.8074050351929886,-0.38400901831844525
ADES,USD,United States,0.4756756756756757,Industrials,Waste & Disposal Services,0.5335552661988346,0.028137365906254676,0.13655337074748433,0.01637993198464924,0.021534469730060686,0.04647540211995814,0.7277729048047321,0.25056477846314723,0.23836798497007128
AEIS,USD,United States,0.4824120603015075,Technology,Semiconductors,-0.27494362904063313,-0.06718299133817446,0.12229212358972914,0.024584451623877582,0.023668190842960905,0.03241662054403102,0.5053699138348422,0.38559205692688636,-0.14849758017996983
AMD,USD,United States,0.5025125628140703,Technology,Semiconductors,0.8751828153506268,-0.1683391924595325,0.3916572458155495,0.04382101990444927,0.03959680891480408,0.03839387069033009,0.593890061080106,0.6859074554480393,0.3693731468634205
ADXS,USD,United States,0.5975609756097561,Health Care,Biotechnology,-0.9377473305361232,-0.4893611533500516,1.526328992394741,0.08088310340025417,0.0650084101294528,0.08445905221901871,1.2562142880163807,1.2451795495070264,-0.7504951514221081
ADXSW,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ADVM,USD,United States,0.5178571428571429,Health Care,Medical Supplies,1.067366464781998,-0.09586786531220708,0.7365084536074108,0.049899754812638863,0.046737261662878914,0.049066703314418265,0.7455325501416774,0.7501578033065399,0.43783394896003136
DWMC,USD,nan,0.5555555555555556,nan,nan,nan,-0.14247203160876323,0.043091401678475666,nan,nan,0.08898834575650001,0.3084760296227879,nan,nan
DWSH,USD,nan,0.4444444444444444,nan,nan,nan,-0.015273414970861241,-0.082740622339927,nan,nan,0.09444668074743756,0.32739722084217365,nan,nan
ACT,USD,nan,0.3125,nan,nan,nan,-0.026550799582284988,0.05243163568815216,0.051708981909693114,nan,0.050107229226085966,0.17381479946484843,0.17912516775049683,nan
AEGN,USD,United States,0.48044692737430167,Industrials,Heavy Construction,-0.25443770084225575,-0.35460986995176413,0.003676315831206776,0.023330009339252576,0.022771200832855002,0.0245661544230489,0.4311839116942834,0.365916898488338,-0.13654050520146332
AGLE,USD,United States,0.6285714285714286,Health Care,Biotechnology,-0.038675714197561335,-0.17763845015083973,0.050734335480880105,0.040688244705025786,0.04465773604032589,0.04623266260598926,0.721689286730684,0.6329605424010301,-0.019528539016846924
AEHR,USD,United States,0.5376884422110553,Technology,Semiconductors,-0.732558075379618,-0.3783783877410222,-0.02127590916651781,0.0419024212587907,0.04105420955827787,0.054612797460514124,0.8119570532712167,0.6382386657865566,-0.48285212499674524
AMTX,USD,United States,0.6274509803921569,Oil & Gas,Integrated Oil & Gas,-0.28078265322681134,-0.14215686664925797,0.442703986131251,0.06666812698658513,0.08814765145996287,0.0876364743992502,1.483869636944865,1.0263427692287637,-0.15193317080952362
AERI,USD,United States,0.4153846153846154,Health Care,Biotechnology,-0.044134865707597164,-0.2724614587291719,0.24044297182143043,0.029434682163574637,0.03210659009794547,0.0488768826050199,0.7711700929572584,0.4607256514969743,-0.022316444705955618
AVAV,USD,United States,0.4863013698630137,Industrials,Defense,1.5027807550449008,-0.3982348136370346,-0.0066224656916636145,0.030687446008476324,0.030100057460892237,0.02759008466626611,0.43663411979211425,0.4832663830081098,0.5820179376495391
ARPO,USD,United States,0.7368421052631579,Financials,Consumer Finance,nan,-0.679514846773732,-0.41747076210541195,0.07050782279108286,nan,0.0661233693138222,0.911144849138356,1.0505428989774768,nan
AEZS,USD,United States,0.5418994413407822,Health Care,Biotechnology,0.43103468273297774,1.385058341697566,0.4115647858626387,0.05997388909975753,0.08728914666781812,0.06125510095151187,1.01561855447419,0.921336366483492,0.1962586186661217
AEMD,USD,United States,0.5879396984924623,Industrials,Business Support Services,-0.7179107560945752,-0.19915338678842348,-0.43072317673634597,0.04108258456327166,0.06958989134887478,0.09092198890192987,1.268457351174173,0.6162387684490749,-0.4688792567547142
GNMX,USD,United States,0.6421052631578947,Health Care,Medical Equipment,-0.8732169160778013,-0.8300811619605083,-0.7014281429754834,0.07223245767135969,0.06166441721112984,0.0490205109204081,0.7943727546407067,1.0978383097831583,-0.6439338770365838
AFMD,USD,Germany,0.5,Health Care,Biotechnology,0.604557894689507,-0.06436797117894265,0.30868186921357843,0.17431395445748857,0.13212044093334516,0.09544564503054322,1.4451681815858428,2.5678048940559726,0.26671144886651543
AGEN,USD,United States,0.5698324022346368,Health Care,Biotechnology,-0.23711340094335484,0.3831775337563178,0.24369745526900655,0.04890827024840225,0.04303067510337556,0.04777444122521306,0.832884154711397,0.7513431041082473,-0.12656620224733395
AGRX,USD,United States,0.46551724137931033,Health Care,Pharmaceuticals,-0.5430730879546869,3.1473398108406867,1.6393470181461505,0.11972195342897822,0.0922096912541818,0.0678905241702714,1.063078852129676,1.8585845200089648,-0.32403630863387856
AGYS,USD,United States,0.457286432160804,Technology,Computer Hardware,1.2186209515696864,0.2779139930025899,0.45258022096914563,0.0211577215186874,0.018624706602909047,0.03523915797081753,0.5477302492520708,0.32640543011297163,0.4895035923319171
AGIO,USD,United States,0.4411764705882353,Health Care,Biotechnology,0.16856493077639223,-0.1450985882271163,0.42984151858915615,0.03312762534697774,0.031113749503931344,0.044363520923723206,0.7032256423490243,0.521694365658832,0.08100181811891138
AGMH,USD,Hong Kong,0.45454545454545453,Technology,Computer Services,nan,-0.4969869847049696,-0.30558083279932363,nan,nan,0.10427288024084716,1.5446053797179158,nan,nan
AGNC,USD,United States,nan,Financials,Mortgage REITs,nan,nan,nan,nan,nan,nan,nan,nan,nan
AGNCB,USD,United States,nan,Financials,Mortgage REITs,nan,nan,nan,nan,nan,nan,nan,nan,nan
AGNCN,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AGFS,USD,United States,0.6101694915254238,Financials,Specialty Finance,-0.09305351766807338,-0.4670947840122408,-0.12401058674838392,0.03172620461655733,0.030896537060327058,0.03742807642887565,0.5542446326293259,0.4842794955741958,-0.04766262158207468
AGFSW,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ALRN,USD,United States,0.7222222222222222,Health Care,Biotechnology,nan,-0.3190909441422247,1.2291691757209864,0.08883251684014808,nan,0.07432213033018521,1.1520006070804667,1.3559695200188533,nan
AIMT,USD,United States,0.5348837209302325,Health Care,Biotechnology,-0.044151664496056155,-0.17082126202720538,-0.05434795943978665,0.0330899121414279,0.03275982783087647,0.035081745606210586,0.5525803466649066,0.5168809511567338,-0.02232503586112844
AIRT,USD,United States,0.46733668341708545,Industrials,Delivery Services,0.4815531778500705,-0.09436179656046582,0.24571446913497488,0.03595341540146344,0.0376048785581257,0.04104727172658947,0.6081039168111089,0.5160285886268501,0.21719069083281717
ATSG,USD,United States,0.48936170212765956,Industrials,Delivery Services,0.4004650891106516,0.004657948216377791,-0.054361697847733,0.023619039794460596,0.023057414319626754,0.04723098102225194,0.7360858069777919,0.3689411957998245,0.1834124763203453
AIRG,USD,United States,0.4838709677419355,Industrials,Electrical Components & Equipment,0.03858963401267046,-0.024353306319602447,0.29364280464217224,0.02992848868306965,0.03046112567242296,0.041136741441064696,0.6462223722039334,0.4665389669354411,0.019112179307396282
AMCN,USD,China,0.6397058823529411,Consumer Services,Media Agencies,-0.8298611304460544,0.07906744351812776,0.8486089869543203,0.05419755537801911,0.04935656988525925,0.045634581690415434,0.704193327240713,0.8272897781830459,-0.5875210677453384
AKAM,USD,United States,0.457286432160804,Technology,Internet,0.09728118161362329,-0.045522722659553615,0.1430911110294119,0.019723505567360054,0.02052480947138018,0.03539962058863706,0.5518744059815249,0.3106060762810177,0.04751190046396281
AKTX,USD,United Kingdom,0.6142857142857143,Health Care,Biotechnology,-0.41212790045562836,0.48437496774440764,1.4203836441012818,0.15473115622806766,0.12182649924361771,0.12839857842349828,1.8506341129365482,2.351709972227199,-0.2332718216053543
AKCA,USD,United States,0.5,Health Care,Pharmaceuticals,nan,-0.19131912663830822,-0.0603846025979415,0.04925612181192786,nan,0.05449694976916518,0.855608197124966,0.7662454304596257,nan
AKBA,USD,United States,0.5666666666666667,Health Care,Biotechnology,-0.040493500946940326,-0.011325069118946887,0.578661948050641,0.0385305601623927,0.03669755595040875,0.043340428942179626,0.6830531311059697,0.6006319906081814,-0.02045597390772702
AKER,USD,United States,0.37398373983739835,Health Care,Medical Supplies,-0.9147527915037127,-0.5836692677627445,-0.1629203166789631,0.0974273384316111,0.09917183113830778,0.3122546685691179,3.4132519644971584,1.521863676819877,-0.7080287539905903
AKRX,USD,United States,0.4623115577889447,Health Care,Pharmaceuticals,-0.8545054952955341,-0.7449922803717197,-0.023598875692841536,0.06048180216784679,0.04791678913468935,0.0893378060396455,1.3520849821203158,0.9447559515593515,-0.6185625808806038
AKTS,USD,United States,0.5111111111111111,Consumer Services,Broadcasting & Entertainment,-0.3183942470935364,-0.23379928476720652,0.21327949483464625,0.04201777790484742,0.042220570201845456,0.061677710298172185,0.8812536088008639,0.6495790827563639,-0.17440581826997859
